WARD,ANC,NEIGHBORHOOD_CLUSTER,CENSUS_TRACT,VOTING_PRECINCT,CCN,XBLOCK,YBLOCK,PSA_ID,DistrictID,SHIFT_Code,OFFENSE_Code,METHOD_Code,CRIME_TYPE
81,97,134,240,364,24811,1371,8516,46,19,10,0,12,16
81,97,135,241,364,24812,1869,8595,46,19,9,0,12,16
81,95,128,227,360,24813,1833,8994,39,18,10,0,12,16
81,93,133,242,362,24814,1232,8642,39,18,11,0,12,16
81,97,134,241,364,24815,1392,8512,39,18,11,1,12,16
81,93,133,241,363,24816,1551,8650,40,19,11,4,12,15
81,97,134,238,476,24817,630,8516,47,19,9,4,13,15
81,94,135,246,490,24818,650,8643,25,17,10,0,12,16
81,96,131,168,352,24819,1642,8802,37,18,10,0,12,16
81,94,135,245,476,24820,662,8602,24,17,10,0,12,16
81,92,132,243,351,24821,1445,8762,38,18,10,0,12,16
81,92,132,243,351,24822,1678,8842,38,18,10,0,12,16
81,94,135,245,490,24823,2150,9300,25,17,10,1,12,16
81,93,133,242,364,24824,1443,8593,39,18,9,0,12,16
81,93,133,242,362,24825,1754,8642,39,18,9,0,12,16
81,92,132,244,350,24826,1966,9127,38,18,9,0,12,16
81,93,133,229,361,24827,1374,8486,39,18,9,1,12,16
81,94,135,245,476,24828,675,8502,24,17,10,0,12,16
81,92,132,343,349,24829,1729,8893,38,18,10,0,12,16
81,93,133,241,363,24830,1472,8656,39,18,10,0,12,16
81,97,135,238,476,24831,585,8506,47,19,9,1,12,16
81,93,133,342,364,24832,1462,8614,38,18,11,0,12,16
81,97,134,238,476,24833,2151,8482,46,19,9,1,12,16
81,94,135,245,476,24834,615,8554,25,17,9,0,12,16
81,93,133,242,362,24835,1689,8498,40,19,9,1,12,16
81,92,133,342,351,24836,967,8540,38,18,9,0,12,16
81,94,135,245,476,24837,846,8538,25,17,9,0,12,16
81,93,133,229,361,24838,816,8564,39,18,10,1,12,16
81,94,135,336,476,24839,716,8864,24,17,10,1,12,16
81,93,133,242,362,24840,1754,8665,39,18,9,0,12,16
81,96,131,168,352,24841,1704,8562,37,18,9,0,12,16
81,92,133,342,351,24842,1570,8733,39,18,11,1,12,16
81,94,135,245,476,24843,825,8708,25,17,10,0,12,16
81,93,133,228,488,24844,908,7711,40,19,10,0,12,16
81,97,134,237,476,24845,769,8576,46,19,10,1,12,16
81,96,131,171,353,24846,1716,8879,37,18,9,0,12,16
81,97,135,336,476,24847,1401,8488,38,18,10,1,12,16
81,93,133,242,362,24848,1432,8989,39,18,11,1,12,16
81,92,132,343,349,24849,1925,9082,38,18,10,0,12,16
81,93,133,342,364,24850,1497,8659,38,18,9,0,12,16
81,93,133,241,363,24851,1563,8599,39,18,9,0,12,16
81,93,133,243,361,24852,1556,8865,39,18,10,1,12,16
81,96,131,168,352,24853,1397,8544,37,18,10,0,12,16
81,93,133,243,361,24854,1654,8482,39,18,10,0,12,16
81,94,135,245,476,24855,1338,8521,25,17,11,0,12,16
81,97,134,239,363,24856,539,8771,46,19,10,1,12,16
81,94,135,245,476,24857,1459,8502,24,17,9,0,12,16
81,97,134,239,363,24858,604,8650,46,19,9,0,12,16
81,92,132,343,349,24859,1470,8624,38,18,10,0,12,16
81,97,135,336,476,24860,1401,8488,38,18,9,0,12,16
81,96,131,170,353,24861,2033,9183,37,18,9,0,12,16
81,94,135,245,476,24862,615,8692,25,17,9,0,12,16
81,94,135,245,476,24863,1338,8521,25,17,9,0,12,16
81,97,134,239,363,24864,539,8652,46,19,10,0,12,16
81,93,133,243,361,24865,1386,8482,39,18,9,0,12,16
81,96,131,170,353,24866,1466,8620,37,18,10,1,12,16
81,92,132,244,350,24867,1919,9075,38,18,9,0,12,16
81,92,132,343,349,24868,1729,8893,38,18,10,0,12,16
81,97,134,241,363,24869,1392,8539,39,18,9,0,12,16
81,94,135,245,476,24870,809,8786,24,17,9,0,12,16
81,93,130,230,488,24871,1426,7685,40,19,10,1,12,16
81,94,135,245,476,24872,1338,8691,25,17,9,0,12,16
81,92,132,243,351,24873,1538,8500,38,18,9,0,12,16
81,92,132,343,349,24874,1925,9082,38,18,9,0,12,16
81,92,132,343,349,24875,1729,8893,38,18,9,0,12,16
81,97,134,241,364,24876,1392,8512,39,18,9,1,12,16
81,92,132,243,351,24877,1744,8842,38,18,9,0,12,16
81,93,133,230,488,24878,1458,8637,40,19,9,0,12,16
81,97,134,240,364,24879,598,8527,46,19,9,0,12,16
81,93,133,230,488,24880,1692,7685,40,19,9,1,12,16
81,93,130,230,488,24881,1401,8637,44,19,9,0,12,16
81,96,131,168,352,24882,1478,8634,37,18,10,0,12,16
81,94,135,245,476,24883,1875,8502,24,17,9,1,12,16
81,94,135,245,476,24884,801,8611,47,19,9,0,12,16
81,96,131,168,352,24885,1429,8581,37,18,10,0,12,16
81,94,135,245,476,24886,1338,8521,25,17,11,0,12,16
81,93,133,342,364,24887,2035,9185,39,18,11,1,12,16
81,97,134,240,363,24888,1599,8758,46,19,9,1,12,16
81,92,132,243,351,24889,2140,8540,38,18,10,2,12,16
81,93,133,229,361,24890,1390,8653,39,18,10,0,12,16
81,95,128,227,360,24891,1635,8486,39,18,10,1,12,16
81,96,131,170,353,24892,2152,9301,37,18,10,2,12,16
81,93,133,228,488,24893,1725,7711,40,19,10,0,12,16
81,93,133,242,362,24894,1232,8642,39,18,10,0,12,16
81,94,135,245,476,24895,716,8510,24,17,9,0,12,16
81,96,131,170,353,24896,1466,8620,37,18,10,0,14,16
81,93,133,336,364,24897,1394,8469,39,18,9,0,12,16
81,93,133,243,361,24898,1654,8527,39,18,9,1,12,16
81,93,133,243,361,24899,1342,8479,39,18,10,0,12,16
81,92,132,243,351,24900,1678,8842,38,18,9,0,12,16
81,95,128,227,360,24901,1696,7647,39,18,9,5,12,16
81,93,133,242,364,24902,1443,8593,39,18,9,1,12,16
81,94,135,245,476,24903,1338,8521,25,17,9,5,12,16
81,94,135,245,476,24904,1813,8979,25,17,10,0,12,16
81,93,133,342,364,24905,1614,8659,38,18,10,0,12,16
81,96,131,168,352,24906,1704,8562,37,18,9,0,12,16
81,93,133,241,363,24907,1551,8486,40,19,10,1,12,16
81,96,131,168,352,24908,1727,8889,37,18,10,1,12,16
81,94,127,247,476,24909,708,8551,25,17,10,0,12,16
81,94,135,245,490,24910,1404,8618,25,17,11,0,12,16
81,93,133,342,364,24911,1614,8659,38,18,9,0,12,16
81,93,133,342,364,24912,529,8734,39,18,9,0,12,16
81,93,133,241,363,24913,1334,8468,40,19,9,1,12,16
81,96,131,168,352,24914,1704,8562,37,18,10,0,12,16
81,93,133,243,361,24915,1342,8479,39,18,10,0,12,16
81,92,132,343,349,24916,1567,8729,38,18,10,0,12,16
81,93,133,342,364,24917,1348,8615,38,18,10,0,12,16
81,93,128,229,361,24918,1540,8777,39,18,10,0,12,16
81,93,133,342,364,24919,2153,9302,39,18,10,1,12,16
81,93,133,229,361,24920,1664,8828,45,19,11,4,12,15
81,95,128,227,360,24921,2154,9303,39,18,9,1,12,16
81,97,135,336,476,24922,1407,8555,38,18,10,1,12,16
81,96,131,168,352,24923,1397,8544,37,18,10,0,12,16
81,96,131,170,353,24924,1539,8704,37,18,10,0,12,16
81,93,133,241,363,24925,1621,8752,39,18,9,1,12,16
81,94,135,245,476,24926,801,8611,47,19,10,0,12,16
81,93,133,342,364,24927,1354,8496,38,18,9,0,12,16
81,94,135,245,476,24928,511,8490,24,17,9,1,12,16
81,97,135,336,476,24929,576,8532,46,19,9,0,12,16
81,97,134,240,364,24930,539,8516,46,19,10,0,12,16
81,92,133,342,349,24931,1496,8658,38,18,10,0,12,16
81,93,133,228,488,24932,908,7711,40,19,10,0,12,16
81,92,132,343,349,24933,967,8523,38,18,10,0,12,16
81,93,133,228,488,24934,908,7711,40,19,11,1,12,16
81,97,135,336,476,24935,1937,9097,46,19,11,1,12,16
81,93,133,342,364,24936,1503,8512,39,18,11,1,12,16
81,94,135,336,476,24937,1187,9045,24,17,10,0,12,16
81,94,135,245,476,24938,1338,8521,25,17,10,0,12,16
81,93,133,342,364,24939,1411,8581,38,18,11,1,12,16
81,93,133,242,362,24940,2155,9304,39,18,11,1,12,16
81,93,133,342,364,24941,1354,8496,38,18,9,0,12,16
81,92,132,243,351,24942,1395,8500,38,18,10,0,12,16
81,97,135,336,476,24943,675,8532,24,17,10,1,12,16
81,92,132,243,351,24944,1445,8762,38,18,9,0,12,16
81,97,134,238,476,24945,630,8516,46,19,9,1,12,16
81,93,130,230,488,24946,505,7919,40,19,10,0,12,16
81,94,135,245,476,24947,1379,8786,24,17,10,0,12,16
81,92,132,343,349,24948,1470,8624,38,18,10,0,12,16
81,93,133,242,362,24949,1587,8765,40,19,9,0,12,16
81,93,133,342,362,24950,1432,8583,39,18,9,0,12,16
81,94,135,245,476,24951,675,8502,24,17,10,0,12,16
81,97,134,241,364,24952,1401,8897,46,19,9,0,12,16
81,93,133,342,364,24953,1483,8640,39,18,11,1,12,16
81,93,133,242,362,24954,1587,8728,40,19,9,4,13,15
81,93,133,228,488,24955,982,8637,40,19,9,2,12,16
81,93,132,243,361,24956,2061,9173,39,18,10,0,12,16
81,94,135,245,490,24957,2156,9305,25,17,10,0,12,16
81,94,135,245,490,24958,1338,8706,25,17,10,0,12,16
81,94,135,245,476,24959,1494,8655,25,17,10,0,12,16
81,94,135,245,476,24960,1338,8521,25,17,11,0,12,16
81,97,134,241,363,24961,1401,8665,39,18,11,0,12,16
81,94,135,245,476,24962,1494,8655,25,17,11,4,12,15
81,94,135,245,476,24963,615,8554,25,17,11,0,12,16
81,93,133,342,362,24964,1432,8583,39,18,11,1,12,16
81,97,135,336,476,24965,1401,8625,24,17,10,0,12,16
81,94,135,246,490,24966,650,8643,25,17,10,0,12,16
81,96,131,170,353,24967,1345,8484,37,18,10,0,12,16
81,93,133,336,364,24968,1394,8541,38,18,10,0,12,16
81,93,133,242,362,24969,1482,8639,40,19,10,0,12,16
81,97,135,336,476,24970,1378,8525,24,17,11,1,12,16
81,97,134,238,476,24971,630,8516,47,19,11,4,12,15
81,93,133,342,364,24972,1488,8646,38,18,11,1,12,16
81,92,133,342,349,24973,967,8659,38,18,11,1,12,16
81,93,133,241,363,24974,1334,8563,40,19,9,0,12,16
81,97,134,241,364,24975,1392,8512,39,18,9,2,12,16
81,94,135,245,476,24976,825,8708,25,17,9,1,12,16
81,93,133,241,363,24977,1563,8890,39,18,9,1,12,16
81,97,134,241,363,24978,1401,8563,40,19,9,0,12,16
81,97,135,238,476,24979,585,8506,47,19,9,0,12,16
81,94,127,247,476,24980,708,8551,25,17,10,0,12,16
81,95,133,227,361,24981,1604,8765,39,18,9,4,12,15
81,94,135,245,490,24982,1844,8651,25,17,9,0,12,16
81,94,135,246,490,24983,753,8703,25,17,9,0,12,16
81,97,134,237,476,24984,2157,9306,46,19,9,1,12,16
81,93,133,230,488,24985,1458,8349,40,19,9,0,12,16
81,94,127,247,476,24986,708,8551,25,17,9,0,12,16
81,93,133,243,361,24987,1386,8527,39,18,10,0,12,16
81,94,135,246,490,24988,753,8703,25,17,11,0,12,16
81,97,134,240,364,24989,675,8512,46,19,9,7,12,15
81,94,135,245,476,24990,675,8502,24,17,10,0,12,16
81,97,134,241,363,24991,1426,8650,40,19,10,4,13,15
81,97,134,241,363,24992,1392,8577,39,18,11,0,12,16
81,94,135,245,476,24993,1471,8626,25,17,9,1,12,16
81,93,133,242,362,24994,1232,8665,39,18,9,2,12,16
81,93,133,342,364,24995,1354,8496,38,18,10,0,12,16
81,92,132,343,349,24996,1807,9193,38,18,10,3,14,15
81,93,133,243,361,24997,1556,8721,39,18,10,2,12,16
81,93,133,336,364,24998,1394,8541,38,18,11,0,12,16
81,93,133,342,364,24999,1503,8512,39,18,11,1,12,16
81,93,133,342,364,25000,640,8533,39,18,10,0,12,16
81,93,133,342,364,25001,1411,8469,39,18,10,1,12,16
81,93,133,342,364,25002,1497,8659,38,18,11,1,12,16
81,94,135,245,476,25003,615,8554,25,17,9,4,14,15
81,94,135,336,476,25004,662,8680,24,17,10,1,12,16
81,96,131,170,353,25005,1550,8717,37,18,10,0,12,16
81,94,135,246,490,25006,753,8703,25,17,10,0,12,16
81,97,134,240,364,25007,622,8542,46,19,10,1,12,16
81,94,135,245,476,25008,662,8602,24,17,10,0,12,16
81,93,133,242,362,25009,2158,9307,37,18,10,1,12,16
81,97,134,237,476,25010,630,8576,46,19,10,0,12,16
81,96,131,170,353,25011,2159,9308,37,18,10,1,12,16
81,96,131,168,352,25012,1369,8514,37,18,10,0,12,16
81,97,134,240,364,25013,539,8484,46,19,10,1,12,16
81,93,133,342,364,25014,1535,8700,38,18,10,0,12,16
81,92,132,343,349,25015,1359,8790,38,18,11,0,12,16
81,92,132,343,349,25016,967,8523,38,18,9,0,12,16
81,96,131,168,352,25017,1478,8634,37,18,9,0,12,16
81,93,133,242,362,25018,1500,8662,39,18,10,1,12,16
81,96,131,168,352,25019,1720,8883,37,18,10,0,12,16
81,96,131,170,353,25020,1352,8493,37,18,10,0,12,16
81,94,135,245,476,25021,615,8554,25,17,10,0,12,16
81,93,133,241,364,25022,1895,9005,39,18,10,0,12,16
81,94,127,247,476,25023,1790,8954,24,17,10,0,12,16
81,97,134,237,476,25024,1457,8609,46,19,10,4,12,15
81,93,133,342,364,25025,2160,9309,39,18,10,0,12,16
81,97,135,238,476,25026,2022,8506,46,19,10,1,12,16
81,93,130,230,488,25027,1401,8349,44,19,11,4,12,15
81,96,131,170,353,25028,2033,9183,37,18,9,0,12,16
81,96,131,170,353,25029,1550,8717,37,18,10,0,12,16
81,94,135,245,476,25030,1459,8502,24,17,9,0,12,16
81,93,133,243,361,25031,1386,8527,39,18,9,0,12,16
81,96,131,170,353,25032,1355,8497,37,18,9,0,12,16
81,94,135,336,476,25033,1946,9106,24,17,10,0,12,16
81,94,135,246,490,25034,650,8643,25,17,10,0,12,16
81,97,134,240,364,25035,2161,9310,46,19,9,1,12,16
81,94,135,245,476,25036,809,8786,38,18,10,0,12,16
81,96,131,170,352,25037,1821,8985,37,18,10,3,12,15
81,93,133,243,361,25038,1522,8685,39,18,9,0,12,16
81,93,133,342,362,25039,1138,9005,39,18,10,0,12,16
81,96,131,168,352,25040,2141,9290,37,18,10,1,12,16
81,92,132,243,351,25041,1445,8762,38,18,9,0,12,16
81,93,133,342,362,25042,1778,8757,39,18,9,1,12,16
81,94,135,245,476,25043,834,8473,24,17,9,0,12,16
81,92,133,342,351,25044,1831,8540,38,18,11,0,12,16
81,94,135,245,476,25045,809,8786,38,18,10,0,12,16
81,96,131,168,352,25046,1369,8514,37,18,10,3,12,15
81,96,131,168,352,25047,1413,8562,37,18,11,0,12,16
81,93,133,342,362,25048,1432,8583,39,18,11,1,12,16
81,93,133,342,364,25049,1393,8540,38,18,9,0,12,16
81,93,132,243,351,25050,2005,8631,39,18,10,1,12,16
81,97,135,241,364,25051,1399,8546,46,19,10,1,12,16
81,97,135,238,476,25052,550,8495,46,19,11,0,12,16
81,93,133,229,361,25053,816,8564,39,18,9,0,12,16
81,96,131,168,352,25054,1369,8514,37,18,9,0,12,16
81,92,132,343,349,25055,1470,8624,38,18,9,0,12,16
81,96,131,168,352,25056,1429,8581,37,18,9,0,12,16
81,92,132,343,349,25057,1622,8565,38,18,10,0,12,16
81,92,132,243,351,25058,1395,8500,38,18,10,0,12,16
81,93,133,342,364,25059,1474,8488,38,18,11,0,12,16
81,93,133,342,361,25060,1433,8584,39,18,10,1,12,16
81,94,135,246,490,25061,1798,8963,26,17,10,3,12,15
81,94,135,245,476,25062,598,8602,24,17,9,0,12,16
81,96,131,170,353,25063,1766,8931,37,18,9,0,12,16
81,96,131,170,353,25064,2091,9241,37,18,9,0,12,16
81,97,135,336,476,25065,1379,8625,24,17,9,0,12,16
81,94,135,246,490,25066,2162,9311,26,17,9,1,12,16
81,95,128,227,360,25067,1343,8481,42,19,9,0,12,16
81,97,134,239,363,25068,2163,8951,46,19,9,1,12,16
81,96,131,169,353,25069,1555,8720,37,18,9,0,12,16
81,96,131,168,352,25070,2164,9207,37,18,9,0,12,16
81,93,133,342,364,25071,1557,8813,38,18,10,0,12,16
81,92,132,243,351,25072,1538,8500,38,18,10,0,12,16
81,92,132,243,351,25073,1445,8595,39,18,10,0,12,16
81,92,132,243,351,25074,1549,8631,38,18,10,0,12,16
81,93,133,342,362,25075,1432,8583,39,18,11,1,12,16
81,93,133,242,362,25076,540,8765,39,18,10,1,12,16
81,93,133,342,364,25077,1354,8496,38,18,10,0,12,16
81,96,131,170,353,25078,1409,8558,37,18,10,0,12,16
81,92,132,343,349,25079,1567,8729,38,18,10,0,12,16
81,96,131,171,353,25080,1408,8556,37,18,9,2,12,16
81,96,131,168,352,25081,1528,8693,37,18,9,1,12,16
81,97,134,239,363,25082,1834,8728,46,19,10,0,12,16
81,93,133,342,364,25083,640,8533,39,18,9,0,12,16
81,94,127,247,476,25084,2165,9312,24,17,10,3,12,15
81,94,135,245,476,25085,834,8602,24,17,10,0,12,16
81,94,135,245,476,25086,1365,8959,25,17,10,1,12,16
81,96,131,170,353,25087,1345,8484,37,18,10,0,12,16
81,97,134,241,363,25088,1392,8577,39,18,10,1,12,16
81,94,135,245,476,25089,662,8490,24,17,10,0,12,16
81,97,135,336,476,25090,2166,9313,38,18,9,1,12,16
81,93,133,230,488,25091,1458,8349,40,19,10,1,12,16
81,94,135,245,476,25092,1406,8554,24,17,10,0,12,16
81,93,133,342,364,25093,1427,8615,38,18,10,0,12,16
81,93,133,242,362,25094,540,8765,40,19,10,1,12,16
81,97,134,237,476,25095,1441,8527,46,19,10,2,12,16
81,94,135,245,476,25096,1045,8692,25,17,11,0,12,16
81,92,132,244,351,25097,1533,8698,38,18,9,0,12,16
81,94,135,245,476,25098,1406,8554,24,17,9,0,12,16
81,97,135,238,476,25099,1076,8506,46,19,9,0,12,16
81,94,135,245,476,25100,801,8611,47,19,10,0,12,16
81,94,135,246,490,25101,1633,8794,26,17,11,3,12,15
81,93,133,228,488,25102,776,7685,40,19,11,0,12,16
81,96,131,168,352,25103,2167,8563,37,18,10,0,12,16
81,94,135,245,476,25104,675,8502,24,17,10,0,12,16
81,92,133,342,349,25105,1496,8658,38,18,10,0,12,16
81,92,133,342,351,25106,967,8619,39,18,10,0,12,16
81,93,133,342,364,25107,1947,9107,39,18,11,1,12,16
81,94,135,245,476,25108,1379,8526,24,17,10,1,12,16
81,93,130,230,488,25109,1401,8349,40,19,10,0,12,16
81,93,133,241,363,25110,1563,8890,39,18,10,2,12,16
81,93,133,229,361,25111,1508,9314,39,18,9,0,12,16
81,92,132,343,349,25112,1622,8565,38,18,11,0,12,16
81,93,133,243,361,25113,1907,8576,39,18,10,1,12,16
81,96,131,170,353,25114,1550,8717,37,18,10,0,12,16
81,93,133,243,361,25115,1342,8479,39,18,10,0,12,16
81,92,133,342,351,25116,1751,8825,38,18,9,0,12,16
81,93,133,342,364,25117,1354,8496,38,18,9,0,12,16
81,94,135,246,490,25118,1938,9098,25,17,10,0,12,16
81,93,133,243,361,25119,1342,8479,39,18,10,0,12,16
81,94,135,245,476,25120,585,8550,25,17,10,0,12,16
81,94,135,245,476,25121,851,8538,25,17,11,0,12,16
81,92,132,244,351,25122,1376,8522,38,18,11,2,12,16
81,93,133,228,488,25123,1725,7711,40,19,9,1,12,16
81,95,128,227,360,25124,1477,8633,42,19,9,2,12,16
81,93,133,242,362,25125,1432,8527,39,18,9,1,12,16
81,94,135,245,476,25126,1365,9126,25,17,9,1,12,16
81,96,131,170,353,25127,1409,8558,37,18,9,0,12,16
81,93,133,342,364,25128,1138,8475,39,18,11,7,12,15
81,97,135,238,476,25129,1402,8549,46,19,9,1,12,16
81,94,135,245,476,25130,539,8674,24,17,9,0,12,16
81,97,134,238,476,25131,2168,9315,46,19,11,4,12,15
81,96,131,170,353,25132,1409,8558,37,18,9,0,12,16
81,93,133,342,364,25133,989,9047,38,18,11,1,12,16
81,92,133,342,351,25134,967,8619,38,18,9,0,12,16
81,97,134,238,476,25135,662,8482,46,19,9,1,12,16
81,94,135,245,476,25136,1368,8513,24,17,9,0,12,16
81,94,135,245,476,25137,1662,8826,25,17,10,1,12,16
81,96,131,170,353,25138,2033,9183,37,18,10,0,12,16
81,93,133,230,488,25139,1644,7711,40,19,11,0,12,16
81,96,131,170,353,25140,1344,8483,37,18,10,0,12,16
81,94,135,245,476,25141,1813,8979,25,17,11,5,12,16
81,93,133,241,363,25142,1472,8665,39,18,11,2,12,16
81,93,133,229,361,25143,2126,8766,39,18,9,0,12,16
81,96,131,170,353,25144,1766,8931,37,18,9,0,12,16
81,94,127,247,476,25145,647,8664,24,17,10,0,12,16
81,94,135,245,476,25146,1843,9004,24,17,9,0,12,16
81,95,128,227,360,25147,2169,9316,39,18,9,1,12,16
81,96,131,170,353,25148,2170,9317,37,18,10,0,12,16
81,96,131,170,353,25149,1409,8558,37,18,10,0,12,16
81,92,132,343,349,25150,967,8523,38,18,10,0,12,16
81,97,134,238,476,25151,1045,8512,47,19,11,1,12,16
81,96,131,170,353,25152,2000,9019,37,18,9,0,12,16
81,92,132,343,349,25153,1729,8893,38,18,10,0,12,16
81,94,135,245,476,25154,615,8554,25,17,11,5,12,16
81,97,135,238,476,25155,1762,8928,46,19,10,1,12,16
81,97,134,239,363,25156,576,8728,46,19,9,1,12,16
81,93,133,241,364,25157,1895,9005,39,18,9,2,12,16
81,94,135,246,490,25158,1876,8478,26,17,9,0,12,16
81,94,135,245,490,25159,1338,8706,25,17,9,0,12,16
81,92,132,243,351,25160,1584,8745,38,18,9,0,12,16
81,97,135,336,476,25161,1401,8488,38,18,9,0,12,16
81,93,133,243,361,25162,1556,8721,39,18,9,3,13,15
81,96,131,171,353,25163,2171,9318,37,18,10,0,12,16
81,94,135,336,476,25164,1357,8499,38,18,11,0,12,16
81,93,133,228,488,25165,776,8795,40,19,9,1,12,16
81,93,133,342,362,25166,1432,8583,39,18,9,5,12,16
81,93,130,230,488,25167,1401,8579,40,19,9,0,12,16
81,94,135,246,490,25168,650,8643,25,17,9,0,12,16
81,94,135,245,476,25169,1853,9012,24,17,10,0,12,16
81,93,133,342,364,25170,1488,8646,38,18,10,0,12,16
81,93,133,342,364,25171,640,8533,39,18,10,0,12,16
81,96,131,170,353,25172,2172,9319,37,18,10,0,12,16
81,92,133,342,351,25173,967,8619,39,18,10,0,12,16
81,95,128,227,360,25174,2051,9198,39,18,9,0,12,16
81,93,133,342,364,25175,1450,8581,38,18,10,0,12,16
81,93,133,243,361,25176,1628,8468,39,18,10,5,12,16
81,97,135,240,364,25177,675,8495,46,19,11,3,14,15
81,93,133,342,364,25178,1488,8646,38,18,11,1,12,16
81,96,131,170,353,25179,2173,9320,37,18,11,1,12,16
81,92,132,343,349,25180,1603,8467,38,18,9,2,12,16
81,97,134,239,363,25181,2174,9321,46,19,9,0,12,16
81,93,133,342,364,25182,1694,8813,38,18,9,0,12,16
81,97,134,241,363,25183,1401,8563,40,19,9,1,12,16
81,94,135,246,490,25184,650,8643,25,17,10,0,12,16
81,94,135,245,476,25185,801,8611,47,19,10,0,12,16
81,94,135,246,490,25186,650,8643,25,17,10,0,12,16
81,93,133,243,361,25187,1342,8479,39,18,11,1,12,16
81,97,134,238,476,25188,2175,9322,47,19,11,1,12,16
81,97,135,238,476,25189,1402,8549,46,19,11,1,12,16
81,96,131,168,352,25190,2176,9323,37,18,9,0,12,16
81,92,132,244,351,25191,1376,8522,38,18,9,0,12,16
81,94,135,245,476,25192,675,8502,24,17,10,0,12,16
81,94,127,247,476,25193,2177,9324,26,17,10,0,12,16
81,94,135,245,476,25194,585,8550,25,17,11,0,12,16
81,96,131,169,353,25195,1421,8572,37,18,10,1,12,16
81,92,132,244,350,25196,1943,9103,38,18,11,3,14,15
81,93,133,342,362,25197,1778,8757,39,18,11,1,12,16
81,96,131,169,353,25198,2178,9325,37,18,9,1,12,16
81,93,133,342,364,25199,1488,8646,38,18,10,1,12,16
81,92,132,343,349,25200,1677,8788,38,18,11,2,12,16
81,93,133,229,361,25201,1641,8944,39,18,9,7,12,15
81,94,135,245,476,25202,1370,8515,24,17,9,1,12,16
81,96,131,168,352,25203,1797,8962,37,18,9,0,12,16
81,94,135,245,476,25204,1406,8554,24,17,11,0,12,16
81,96,131,168,352,25205,2179,9326,37,18,10,0,12,16
81,93,133,342,364,25206,1393,8603,38,18,9,0,12,16
81,94,135,245,476,25207,1439,8526,24,17,9,0,12,16
81,97,134,240,364,25208,539,8484,46,19,10,5,12,16
81,92,132,343,349,25209,1470,8624,38,18,10,0,12,16
81,94,135,245,476,25210,576,8502,24,17,10,0,12,16
81,96,131,170,353,25211,1668,8834,37,18,9,2,12,16
81,97,134,239,363,25212,576,8728,46,19,9,1,12,16
81,96,131,168,352,25213,1478,8634,37,18,9,0,12,16
81,97,134,239,363,25214,1448,8599,46,19,9,1,12,16
81,96,131,170,353,25215,1345,8484,37,18,9,0,12,16
81,97,134,239,363,25216,2180,9327,46,19,10,0,12,16
81,94,135,245,476,25217,2181,9328,25,17,9,1,12,16
81,93,133,243,361,25218,1628,8468,39,18,10,0,12,16
81,96,131,170,353,25219,1332,8466,37,18,10,0,12,16
81,94,135,245,490,25220,1404,8618,25,17,10,0,12,16
81,94,135,245,476,25221,809,8786,38,18,10,0,12,16
81,97,134,237,364,25222,562,9329,46,19,10,1,12,16
81,93,133,342,364,25223,1503,8512,39,18,9,0,12,16
81,92,132,343,349,25224,1603,8501,38,18,9,0,12,16
81,96,131,170,353,25225,1409,8558,37,18,10,0,12,16
81,94,135,245,490,25226,2081,9231,25,17,10,0,12,16
81,97,134,241,363,25227,1401,8653,40,19,11,0,12,16
81,93,133,342,364,25228,2182,9330,38,18,11,1,12,16
81,94,135,245,476,25229,539,8480,24,17,9,0,12,16
81,92,132,343,349,25230,967,8523,38,18,9,0,12,16
81,97,135,238,476,25231,1076,8506,46,19,10,0,12,16
81,97,134,239,363,25232,604,8888,46,19,10,1,12,16
81,94,135,245,476,25233,1494,8655,25,17,11,0,12,16
81,94,135,245,476,25234,2045,8694,25,17,11,0,12,16
81,92,133,342,351,25235,1881,9037,38,18,11,1,12,16
81,93,133,342,364,25236,640,8533,39,18,9,0,12,16
81,96,131,170,353,25237,1632,8793,37,18,10,0,12,16
81,94,135,336,476,25238,716,8864,24,17,10,1,12,16
81,92,132,244,350,25239,1484,8641,38,18,10,0,12,16
81,96,131,170,353,25240,1466,8620,37,18,10,1,12,16
81,94,135,245,490,25241,1338,8472,25,17,10,0,12,16
81,93,133,342,361,25242,1433,8584,39,18,10,1,12,16
81,93,133,242,362,25243,1754,8653,40,19,9,1,12,16
81,96,131,168,352,25244,1369,8514,37,18,10,0,12,16
81,96,131,169,353,25245,1421,8572,37,18,9,0,12,16
81,97,134,239,363,25246,1526,8689,46,19,9,1,12,16
81,97,134,238,476,25247,2183,9331,47,19,9,1,12,16
81,93,133,230,488,25248,1458,8637,40,19,9,0,12,16
81,96,131,170,353,25249,2123,9275,37,18,9,1,12,16
81,92,132,244,350,25250,1596,8729,38,18,10,1,12,16
81,94,135,246,490,25251,650,8643,25,17,10,0,12,16
81,92,132,244,349,25252,1708,8871,38,18,9,0,12,16
81,97,134,240,363,25253,1599,8758,46,19,9,1,12,16
81,96,131,170,353,25254,2091,9241,37,18,9,0,12,16
81,97,135,238,476,25255,1076,8506,46,19,10,0,12,16
81,93,133,230,488,25256,1692,7685,40,19,10,1,12,16
81,97,134,241,363,25257,1392,8539,39,18,10,0,12,16
81,92,132,244,350,25258,1509,8671,38,18,11,0,12,16
81,93,133,342,364,25259,1476,8632,39,18,11,0,12,16
81,93,133,243,361,25260,807,8653,39,18,11,0,12,16
81,97,134,241,363,25261,1392,8599,39,18,9,0,12,16
