128,NEIGHBORHOOD_CLUSTER_1',NEIGHBORHOOD_CLUSTER_ID',1,NEIGHBORHOOD_CLUSTER'
129,NEIGHBORHOOD_CLUSTER_2',NEIGHBORHOOD_CLUSTER_ID',2,NEIGHBORHOOD_CLUSTER'
130,NEIGHBORHOOD_CLUSTER_3',NEIGHBORHOOD_CLUSTER_ID',3,NEIGHBORHOOD_CLUSTER'
131,NEIGHBORHOOD_CLUSTER_4',NEIGHBORHOOD_CLUSTER_ID',4,NEIGHBORHOOD_CLUSTER'
132,NEIGHBORHOOD_CLUSTER_5',NEIGHBORHOOD_CLUSTER_ID',5,NEIGHBORHOOD_CLUSTER'
133,NEIGHBORHOOD_CLUSTER_6',NEIGHBORHOOD_CLUSTER_ID',6,NEIGHBORHOOD_CLUSTER'
134,NEIGHBORHOOD_CLUSTER_7',NEIGHBORHOOD_CLUSTER_ID',7,NEIGHBORHOOD_CLUSTER'
135,NEIGHBORHOOD_CLUSTER_8',NEIGHBORHOOD_CLUSTER_ID',8,NEIGHBORHOOD_CLUSTER'
136,NEIGHBORHOOD_CLUSTER_9',NEIGHBORHOOD_CLUSTER_ID',9,NEIGHBORHOOD_CLUSTER'
137,NEIGHBORHOOD_CLUSTER_10',NEIGHBORHOOD_CLUSTER_ID',10,NEIGHBORHOOD_CLUSTER'
138,NEIGHBORHOOD_CLUSTER_11',NEIGHBORHOOD_CLUSTER_ID',11,NEIGHBORHOOD_CLUSTER'
139,NEIGHBORHOOD_CLUSTER_12',NEIGHBORHOOD_CLUSTER_ID',12,NEIGHBORHOOD_CLUSTER'
140,NEIGHBORHOOD_CLUSTER_13',NEIGHBORHOOD_CLUSTER_ID',13,NEIGHBORHOOD_CLUSTER'
141,NEIGHBORHOOD_CLUSTER_14',NEIGHBORHOOD_CLUSTER_ID',14,NEIGHBORHOOD_CLUSTER'
142,NEIGHBORHOOD_CLUSTER_15',NEIGHBORHOOD_CLUSTER_ID',15,NEIGHBORHOOD_CLUSTER'
143,NEIGHBORHOOD_CLUSTER_16',NEIGHBORHOOD_CLUSTER_ID',16,NEIGHBORHOOD_CLUSTER'
144,NEIGHBORHOOD_CLUSTER_17',NEIGHBORHOOD_CLUSTER_ID',17,NEIGHBORHOOD_CLUSTER'
145,NEIGHBORHOOD_CLUSTER_18',NEIGHBORHOOD_CLUSTER_ID',18,NEIGHBORHOOD_CLUSTER'
146,NEIGHBORHOOD_CLUSTER_19',NEIGHBORHOOD_CLUSTER_ID',19,NEIGHBORHOOD_CLUSTER'
147,NEIGHBORHOOD_CLUSTER_20',NEIGHBORHOOD_CLUSTER_ID',20,NEIGHBORHOOD_CLUSTER'
148,NEIGHBORHOOD_CLUSTER_21',NEIGHBORHOOD_CLUSTER_ID',21,NEIGHBORHOOD_CLUSTER'
149,NEIGHBORHOOD_CLUSTER_22',NEIGHBORHOOD_CLUSTER_ID',22,NEIGHBORHOOD_CLUSTER'
150,NEIGHBORHOOD_CLUSTER_23',NEIGHBORHOOD_CLUSTER_ID',23,NEIGHBORHOOD_CLUSTER'
151,NEIGHBORHOOD_CLUSTER_24',NEIGHBORHOOD_CLUSTER_ID',24,NEIGHBORHOOD_CLUSTER'
152,NEIGHBORHOOD_CLUSTER_25',NEIGHBORHOOD_CLUSTER_ID',25,NEIGHBORHOOD_CLUSTER'
153,NEIGHBORHOOD_CLUSTER_26',NEIGHBORHOOD_CLUSTER_ID',26,NEIGHBORHOOD_CLUSTER'
154,NEIGHBORHOOD_CLUSTER_27',NEIGHBORHOOD_CLUSTER_ID',27,NEIGHBORHOOD_CLUSTER'
155,NEIGHBORHOOD_CLUSTER_28',NEIGHBORHOOD_CLUSTER_ID',28,NEIGHBORHOOD_CLUSTER'
156,NEIGHBORHOOD_CLUSTER_29',NEIGHBORHOOD_CLUSTER_ID',29,NEIGHBORHOOD_CLUSTER'
157,NEIGHBORHOOD_CLUSTER_30',NEIGHBORHOOD_CLUSTER_ID',30,NEIGHBORHOOD_CLUSTER'
158,NEIGHBORHOOD_CLUSTER_31',NEIGHBORHOOD_CLUSTER_ID',31,NEIGHBORHOOD_CLUSTER'
159,NEIGHBORHOOD_CLUSTER_32',NEIGHBORHOOD_CLUSTER_ID',32,NEIGHBORHOOD_CLUSTER'
160,NEIGHBORHOOD_CLUSTER_33',NEIGHBORHOOD_CLUSTER_ID',33,NEIGHBORHOOD_CLUSTER'
161,NEIGHBORHOOD_CLUSTER_34',NEIGHBORHOOD_CLUSTER_ID',34,NEIGHBORHOOD_CLUSTER'
162,NEIGHBORHOOD_CLUSTER_35',NEIGHBORHOOD_CLUSTER_ID',35,NEIGHBORHOOD_CLUSTER'
163,NEIGHBORHOOD_CLUSTER_36',NEIGHBORHOOD_CLUSTER_ID',36,NEIGHBORHOOD_CLUSTER'
164,NEIGHBORHOOD_CLUSTER_37',NEIGHBORHOOD_CLUSTER_ID',37,NEIGHBORHOOD_CLUSTER'
165,NEIGHBORHOOD_CLUSTER_38',NEIGHBORHOOD_CLUSTER_ID',38,NEIGHBORHOOD_CLUSTER'
166,NEIGHBORHOOD_CLUSTER_39',NEIGHBORHOOD_CLUSTER_ID',39,NEIGHBORHOOD_CLUSTER'
167,CENSUS_TRACT_0',CENSUS_TRACT_ID',0,CENSUS_TRACT'
168,CENSUS_TRACT_100',CENSUS_TRACT_ID',100,CENSUS_TRACT'
169,CENSUS_TRACT_201',CENSUS_TRACT_ID',201,CENSUS_TRACT'
170,CENSUS_TRACT_202',CENSUS_TRACT_ID',202,CENSUS_TRACT'
171,CENSUS_TRACT_300',CENSUS_TRACT_ID',300,CENSUS_TRACT'
172,CENSUS_TRACT_400',CENSUS_TRACT_ID',400,CENSUS_TRACT'
173,CENSUS_TRACT_501',CENSUS_TRACT_ID',501,CENSUS_TRACT'
174,CENSUS_TRACT_502',CENSUS_TRACT_ID',502,CENSUS_TRACT'
175,CENSUS_TRACT_600',CENSUS_TRACT_ID',600,CENSUS_TRACT'
176,CENSUS_TRACT_701',CENSUS_TRACT_ID',701,CENSUS_TRACT'
177,CENSUS_TRACT_702',CENSUS_TRACT_ID',702,CENSUS_TRACT'
178,CENSUS_TRACT_801',CENSUS_TRACT_ID',801,CENSUS_TRACT'
179,CENSUS_TRACT_802',CENSUS_TRACT_ID',802,CENSUS_TRACT'
180,CENSUS_TRACT_901',CENSUS_TRACT_ID',901,CENSUS_TRACT'
181,CENSUS_TRACT_902',CENSUS_TRACT_ID',902,CENSUS_TRACT'
182,CENSUS_TRACT_1001',CENSUS_TRACT_ID',1001,CENSUS_TRACT'
183,CENSUS_TRACT_1002',CENSUS_TRACT_ID',1002,CENSUS_TRACT'
184,CENSUS_TRACT_1100',CENSUS_TRACT_ID',1100,CENSUS_TRACT'
185,CENSUS_TRACT_1200',CENSUS_TRACT_ID',1200,CENSUS_TRACT'
186,CENSUS_TRACT_1301',CENSUS_TRACT_ID',1301,CENSUS_TRACT'
187,CENSUS_TRACT_1302',CENSUS_TRACT_ID',1302,CENSUS_TRACT'
188,CENSUS_TRACT_1401',CENSUS_TRACT_ID',1401,CENSUS_TRACT'
189,CENSUS_TRACT_1402',CENSUS_TRACT_ID',1402,CENSUS_TRACT'
190,CENSUS_TRACT_1500',CENSUS_TRACT_ID',1500,CENSUS_TRACT'
191,CENSUS_TRACT_1600',CENSUS_TRACT_ID',1600,CENSUS_TRACT'
192,CENSUS_TRACT_1702',CENSUS_TRACT_ID',1702,CENSUS_TRACT'
193,CENSUS_TRACT_1803',CENSUS_TRACT_ID',1803,CENSUS_TRACT'
194,CENSUS_TRACT_1804',CENSUS_TRACT_ID',1804,CENSUS_TRACT'
195,CENSUS_TRACT_1901',CENSUS_TRACT_ID',1901,CENSUS_TRACT'
196,CENSUS_TRACT_1902',CENSUS_TRACT_ID',1902,CENSUS_TRACT'
197,CENSUS_TRACT_2001',CENSUS_TRACT_ID',2001,CENSUS_TRACT'
198,CENSUS_TRACT_2002',CENSUS_TRACT_ID',2002,CENSUS_TRACT'
199,CENSUS_TRACT_2101',CENSUS_TRACT_ID',2101,CENSUS_TRACT'
200,CENSUS_TRACT_2102',CENSUS_TRACT_ID',2102,CENSUS_TRACT'
201,CENSUS_TRACT_2201',CENSUS_TRACT_ID',2201,CENSUS_TRACT'
202,CENSUS_TRACT_2202',CENSUS_TRACT_ID',2202,CENSUS_TRACT'
203,CENSUS_TRACT_2301',CENSUS_TRACT_ID',2301,CENSUS_TRACT'
204,CENSUS_TRACT_2302',CENSUS_TRACT_ID',2302,CENSUS_TRACT'
205,CENSUS_TRACT_2400',CENSUS_TRACT_ID',2400,CENSUS_TRACT'
206,CENSUS_TRACT_2501',CENSUS_TRACT_ID',2501,CENSUS_TRACT'
207,CENSUS_TRACT_2502',CENSUS_TRACT_ID',2502,CENSUS_TRACT'
208,CENSUS_TRACT_2600',CENSUS_TRACT_ID',2600,CENSUS_TRACT'
209,CENSUS_TRACT_2701',CENSUS_TRACT_ID',2701,CENSUS_TRACT'
210,CENSUS_TRACT_2702',CENSUS_TRACT_ID',2702,CENSUS_TRACT'
211,CENSUS_TRACT_2801',CENSUS_TRACT_ID',2801,CENSUS_TRACT'
212,CENSUS_TRACT_2802',CENSUS_TRACT_ID',2802,CENSUS_TRACT'
213,CENSUS_TRACT_2900',CENSUS_TRACT_ID',2900,CENSUS_TRACT'
214,CENSUS_TRACT_3000',CENSUS_TRACT_ID',3000,CENSUS_TRACT'
215,CENSUS_TRACT_3100',CENSUS_TRACT_ID',3100,CENSUS_TRACT'
216,CENSUS_TRACT_3200',CENSUS_TRACT_ID',3200,CENSUS_TRACT'
217,CENSUS_TRACT_3301',CENSUS_TRACT_ID',3301,CENSUS_TRACT'
218,CENSUS_TRACT_3302',CENSUS_TRACT_ID',3302,CENSUS_TRACT'
219,CENSUS_TRACT_3400',CENSUS_TRACT_ID',3400,CENSUS_TRACT'
220,CENSUS_TRACT_3500',CENSUS_TRACT_ID',3500,CENSUS_TRACT'
221,CENSUS_TRACT_3600',CENSUS_TRACT_ID',3600,CENSUS_TRACT'
222,CENSUS_TRACT_3700',CENSUS_TRACT_ID',3700,CENSUS_TRACT'
223,CENSUS_TRACT_3800',CENSUS_TRACT_ID',3800,CENSUS_TRACT'
224,CENSUS_TRACT_3900',CENSUS_TRACT_ID',3900,CENSUS_TRACT'
225,CENSUS_TRACT_4001',CENSUS_TRACT_ID',4001,CENSUS_TRACT'
226,CENSUS_TRACT_4002',CENSUS_TRACT_ID',4002,CENSUS_TRACT'
227,CENSUS_TRACT_4100',CENSUS_TRACT_ID',4100,CENSUS_TRACT'
228,CENSUS_TRACT_4201',CENSUS_TRACT_ID',4201,CENSUS_TRACT'
229,CENSUS_TRACT_4202',CENSUS_TRACT_ID',4202,CENSUS_TRACT'
230,CENSUS_TRACT_4300',CENSUS_TRACT_ID',4300,CENSUS_TRACT'
231,CENSUS_TRACT_4400',CENSUS_TRACT_ID',4400,CENSUS_TRACT'
232,CENSUS_TRACT_4600',CENSUS_TRACT_ID',4600,CENSUS_TRACT'
233,CENSUS_TRACT_4701',CENSUS_TRACT_ID',4701,CENSUS_TRACT'
234,CENSUS_TRACT_4702',CENSUS_TRACT_ID',4702,CENSUS_TRACT'
235,CENSUS_TRACT_4801',CENSUS_TRACT_ID',4801,CENSUS_TRACT'
236,CENSUS_TRACT_4802',CENSUS_TRACT_ID',4802,CENSUS_TRACT'
237,CENSUS_TRACT_4901',CENSUS_TRACT_ID',4901,CENSUS_TRACT'
238,CENSUS_TRACT_4902',CENSUS_TRACT_ID',4902,CENSUS_TRACT'
239,CENSUS_TRACT_5001',CENSUS_TRACT_ID',5001,CENSUS_TRACT'
240,CENSUS_TRACT_5002',CENSUS_TRACT_ID',5002,CENSUS_TRACT'
241,CENSUS_TRACT_5201',CENSUS_TRACT_ID',5201,CENSUS_TRACT'
242,CENSUS_TRACT_5301',CENSUS_TRACT_ID',5301,CENSUS_TRACT'
243,CENSUS_TRACT_5500',CENSUS_TRACT_ID',5500,CENSUS_TRACT'
244,CENSUS_TRACT_5600',CENSUS_TRACT_ID',5600,CENSUS_TRACT'
245,CENSUS_TRACT_5800',CENSUS_TRACT_ID',5800,CENSUS_TRACT'
246,CENSUS_TRACT_5900',CENSUS_TRACT_ID',5900,CENSUS_TRACT'
247,CENSUS_TRACT_6202',CENSUS_TRACT_ID',6202,CENSUS_TRACT'
248,CENSUS_TRACT_6400',CENSUS_TRACT_ID',6400,CENSUS_TRACT'
249,CENSUS_TRACT_6500',CENSUS_TRACT_ID',6500,CENSUS_TRACT'
250,CENSUS_TRACT_6600',CENSUS_TRACT_ID',6600,CENSUS_TRACT'
251,CENSUS_TRACT_6700',CENSUS_TRACT_ID',6700,CENSUS_TRACT'
252,CENSUS_TRACT_6801',CENSUS_TRACT_ID',6801,CENSUS_TRACT'
253,CENSUS_TRACT_6802',CENSUS_TRACT_ID',6802,CENSUS_TRACT'
254,CENSUS_TRACT_6804',CENSUS_TRACT_ID',6804,CENSUS_TRACT'
255,CENSUS_TRACT_6900',CENSUS_TRACT_ID',6900,CENSUS_TRACT'
256,CENSUS_TRACT_7000',CENSUS_TRACT_ID',7000,CENSUS_TRACT'
257,CENSUS_TRACT_7100',CENSUS_TRACT_ID',7100,CENSUS_TRACT'
258,CENSUS_TRACT_7200',CENSUS_TRACT_ID',7200,CENSUS_TRACT'
259,CENSUS_TRACT_7301',CENSUS_TRACT_ID',7301,CENSUS_TRACT'
260,CENSUS_TRACT_7304',CENSUS_TRACT_ID',7304,CENSUS_TRACT'
261,CENSUS_TRACT_7401',CENSUS_TRACT_ID',7401,CENSUS_TRACT'
262,CENSUS_TRACT_7403',CENSUS_TRACT_ID',7403,CENSUS_TRACT'
263,CENSUS_TRACT_7404',CENSUS_TRACT_ID',7404,CENSUS_TRACT'
264,CENSUS_TRACT_7406',CENSUS_TRACT_ID',7406,CENSUS_TRACT'
265,CENSUS_TRACT_7407',CENSUS_TRACT_ID',7407,CENSUS_TRACT'
266,CENSUS_TRACT_7408',CENSUS_TRACT_ID',7408,CENSUS_TRACT'
267,CENSUS_TRACT_7409',CENSUS_TRACT_ID',7409,CENSUS_TRACT'
268,CENSUS_TRACT_7502',CENSUS_TRACT_ID',7502,CENSUS_TRACT'
269,CENSUS_TRACT_7503',CENSUS_TRACT_ID',7503,CENSUS_TRACT'
270,CENSUS_TRACT_7504',CENSUS_TRACT_ID',7504,CENSUS_TRACT'
271,CENSUS_TRACT_7601',CENSUS_TRACT_ID',7601,CENSUS_TRACT'
272,CENSUS_TRACT_7603',CENSUS_TRACT_ID',7603,CENSUS_TRACT'
273,CENSUS_TRACT_7604',CENSUS_TRACT_ID',7604,CENSUS_TRACT'
274,CENSUS_TRACT_7605',CENSUS_TRACT_ID',7605,CENSUS_TRACT'
275,CENSUS_TRACT_7703',CENSUS_TRACT_ID',7703,CENSUS_TRACT'
276,CENSUS_TRACT_7707',CENSUS_TRACT_ID',7707,CENSUS_TRACT'
277,CENSUS_TRACT_7708',CENSUS_TRACT_ID',7708,CENSUS_TRACT'
278,CENSUS_TRACT_7709',CENSUS_TRACT_ID',7709,CENSUS_TRACT'
279,CENSUS_TRACT_7803',CENSUS_TRACT_ID',7803,CENSUS_TRACT'
280,CENSUS_TRACT_7804',CENSUS_TRACT_ID',7804,CENSUS_TRACT'
281,CENSUS_TRACT_7806',CENSUS_TRACT_ID',7806,CENSUS_TRACT'
282,CENSUS_TRACT_7807',CENSUS_TRACT_ID',7807,CENSUS_TRACT'
283,CENSUS_TRACT_7808',CENSUS_TRACT_ID',7808,CENSUS_TRACT'
284,CENSUS_TRACT_7809',CENSUS_TRACT_ID',7809,CENSUS_TRACT'
285,CENSUS_TRACT_7901',CENSUS_TRACT_ID',7901,CENSUS_TRACT'
286,CENSUS_TRACT_7903',CENSUS_TRACT_ID',7903,CENSUS_TRACT'
287,CENSUS_TRACT_8001',CENSUS_TRACT_ID',8001,CENSUS_TRACT'
288,CENSUS_TRACT_8002',CENSUS_TRACT_ID',8002,CENSUS_TRACT'
289,CENSUS_TRACT_8100',CENSUS_TRACT_ID',8100,CENSUS_TRACT'
290,CENSUS_TRACT_8200',CENSUS_TRACT_ID',8200,CENSUS_TRACT'
291,CENSUS_TRACT_8301',CENSUS_TRACT_ID',8301,CENSUS_TRACT'
292,CENSUS_TRACT_8302',CENSUS_TRACT_ID',8302,CENSUS_TRACT'
293,CENSUS_TRACT_8402',CENSUS_TRACT_ID',8402,CENSUS_TRACT'
294,CENSUS_TRACT_8410',CENSUS_TRACT_ID',8410,CENSUS_TRACT'
295,CENSUS_TRACT_8701',CENSUS_TRACT_ID',8701,CENSUS_TRACT'
296,CENSUS_TRACT_8702',CENSUS_TRACT_ID',8702,CENSUS_TRACT'
297,CENSUS_TRACT_8802',CENSUS_TRACT_ID',8802,CENSUS_TRACT'
298,CENSUS_TRACT_8803',CENSUS_TRACT_ID',8803,CENSUS_TRACT'
299,CENSUS_TRACT_8804',CENSUS_TRACT_ID',8804,CENSUS_TRACT'
300,CENSUS_TRACT_8903',CENSUS_TRACT_ID',8903,CENSUS_TRACT'
301,CENSUS_TRACT_8904',CENSUS_TRACT_ID',8904,CENSUS_TRACT'
302,CENSUS_TRACT_9000',CENSUS_TRACT_ID',9000,CENSUS_TRACT'
303,CENSUS_TRACT_9102',CENSUS_TRACT_ID',9102,CENSUS_TRACT'
304,CENSUS_TRACT_9201',CENSUS_TRACT_ID',9201,CENSUS_TRACT'
305,CENSUS_TRACT_9203',CENSUS_TRACT_ID',9203,CENSUS_TRACT'
306,CENSUS_TRACT_9204',CENSUS_TRACT_ID',9204,CENSUS_TRACT'
307,CENSUS_TRACT_9301',CENSUS_TRACT_ID',9301,CENSUS_TRACT'
308,CENSUS_TRACT_9302',CENSUS_TRACT_ID',9302,CENSUS_TRACT'
309,CENSUS_TRACT_9400',CENSUS_TRACT_ID',9400,CENSUS_TRACT'
310,CENSUS_TRACT_9501',CENSUS_TRACT_ID',9501,CENSUS_TRACT'
311,CENSUS_TRACT_9503',CENSUS_TRACT_ID',9503,CENSUS_TRACT'
312,CENSUS_TRACT_9504',CENSUS_TRACT_ID',9504,CENSUS_TRACT'
313,CENSUS_TRACT_9505',CENSUS_TRACT_ID',9505,CENSUS_TRACT'
314,CENSUS_TRACT_9507',CENSUS_TRACT_ID',9507,CENSUS_TRACT'
315,CENSUS_TRACT_9508',CENSUS_TRACT_ID',9508,CENSUS_TRACT'
316,CENSUS_TRACT_9509',CENSUS_TRACT_ID',9509,CENSUS_TRACT'
317,CENSUS_TRACT_9601',CENSUS_TRACT_ID',9601,CENSUS_TRACT'
318,CENSUS_TRACT_9602',CENSUS_TRACT_ID',9602,CENSUS_TRACT'
319,CENSUS_TRACT_9603',CENSUS_TRACT_ID',9603,CENSUS_TRACT'
320,CENSUS_TRACT_9604',CENSUS_TRACT_ID',9604,CENSUS_TRACT'
321,CENSUS_TRACT_9700',CENSUS_TRACT_ID',9700,CENSUS_TRACT'
322,CENSUS_TRACT_9801',CENSUS_TRACT_ID',9801,CENSUS_TRACT'
323,CENSUS_TRACT_9802',CENSUS_TRACT_ID',9802,CENSUS_TRACT'
324,CENSUS_TRACT_9803',CENSUS_TRACT_ID',9803,CENSUS_TRACT'
325,CENSUS_TRACT_9804',CENSUS_TRACT_ID',9804,CENSUS_TRACT'
326,CENSUS_TRACT_9807',CENSUS_TRACT_ID',9807,CENSUS_TRACT'
327,CENSUS_TRACT_9810',CENSUS_TRACT_ID',9810,CENSUS_TRACT'
328,CENSUS_TRACT_9811',CENSUS_TRACT_ID',9811,CENSUS_TRACT'
329,CENSUS_TRACT_9901',CENSUS_TRACT_ID',9901,CENSUS_TRACT'
330,CENSUS_TRACT_9902',CENSUS_TRACT_ID',9902,CENSUS_TRACT'
331,CENSUS_TRACT_9903',CENSUS_TRACT_ID',9903,CENSUS_TRACT'
332,CENSUS_TRACT_9904',CENSUS_TRACT_ID',9904,CENSUS_TRACT'
333,CENSUS_TRACT_9905',CENSUS_TRACT_ID',9905,CENSUS_TRACT'
334,CENSUS_TRACT_9906',CENSUS_TRACT_ID',9906,CENSUS_TRACT'
335,CENSUS_TRACT_9907',CENSUS_TRACT_ID',9907,CENSUS_TRACT'
336,CENSUS_TRACT_10100',CENSUS_TRACT_ID',10100,CENSUS_TRACT'
337,CENSUS_TRACT_10200',CENSUS_TRACT_ID',10200,CENSUS_TRACT'
338,CENSUS_TRACT_10300',CENSUS_TRACT_ID',10300,CENSUS_TRACT'
339,CENSUS_TRACT_10400',CENSUS_TRACT_ID',10400,CENSUS_TRACT'
340,CENSUS_TRACT_10500',CENSUS_TRACT_ID',10500,CENSUS_TRACT'
341,CENSUS_TRACT_10600',CENSUS_TRACT_ID',10600,CENSUS_TRACT'
342,CENSUS_TRACT_10700',CENSUS_TRACT_ID',10700,CENSUS_TRACT'
343,CENSUS_TRACT_10800',CENSUS_TRACT_ID',10800,CENSUS_TRACT'
344,CENSUS_TRACT_10900',CENSUS_TRACT_ID',10900,CENSUS_TRACT'
345,CENSUS_TRACT_11000',CENSUS_TRACT_ID',11000,CENSUS_TRACT'
346,CENSUS_TRACT_11100',CENSUS_TRACT_ID',11100,CENSUS_TRACT'
347,VOTING_PRECINCT_0',VOTING_PRECINCT_ID',0,VOTING_PRECINCT'
348,VOTING_PRECINCT_1',VOTING_PRECINCT_ID',1,VOTING_PRECINCT'
349,VOTING_PRECINCT_2',VOTING_PRECINCT_ID',2,VOTING_PRECINCT'
350,VOTING_PRECINCT_3',VOTING_PRECINCT_ID',3,VOTING_PRECINCT'
